subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,account_name,industry,country,referral_source,is_trial_y,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,tenure_months,ltv_realized,churn_risk_score,risk_tier
S-731ee3,A-9077b0,2024-11-09,2024-12-07,Enterprise,14,2786,33432,False,False,False,True,annual,True,Company_41,HealthTech,US,ads,False,,,,,,4.2,5202.0,0.5,Medium
S-0c91c4,A-2789e3,2024-10-11,,Enterprise,11,2189,26268,False,False,True,False,annual,True,Company_268,FinTech,US,partner,False,,,,,,3.55,37398.0,0.74,High
S-148506,A-3a5ad8,2024-01-01,,Basic,9,171,2052,False,False,False,False,annual,True,Company_94,HealthTech,US,organic,True,,,,,,,,,
S-23d802,A-ad64c6,2024-07-24,,Basic,54,0,0,True,False,False,False,monthly,True,Company_175,DevTools,UK,event,False,2024-07-29,unknown,0.0,True,False,4.3,62986.0,,
S-3e3033,A-e60f9d,2024-12-11,,Pro,31,0,0,True,False,False,False,annual,True,Company_178,FinTech,US,other,False,,,,,,4.17,88091.0,0.3,Low
S-d5ac8c,A-ef84cf,2024-05-22,,Enterprise,34,6766,81192,False,False,False,False,annual,True,Company_274,EdTech,US,partner,False,2024-11-20,support,0.0,False,False,8.67,46373.0,,
S-ad31b0,A-5b051a,2024-12-29,,Pro,22,1078,12936,False,False,False,False,monthly,True,Company_181,Cybersecurity,US,event,False,,,,,,4.86,3872.0,0.63,Medium
S-a61006,A-8bde0c,2024-12-24,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,Company_287,DevTools,US,organic,False,2024-11-28,features,0.0,False,False,0.79,28299.0,,
S-467d4a,A-1b7577,2024-11-14,,Pro,9,441,5292,False,False,False,False,annual,True,Company_39,Cybersecurity,US,other,False,,,,,,2.14,12164.0,0.76,High
S-e1dc0b,A-e5d6ab,2023-09-16,,Pro,17,0,0,True,False,False,False,monthly,True,Company_7,EdTech,US,partner,False,2023-04-24,features,0.0,False,False,0.3,100020.0,,
S-4b7873,A-0651a4,2024-11-25,,Basic,16,304,3648,False,False,False,False,annual,True,Company_255,HealthTech,FR,organic,False,2024-12-25,support,0.0,False,False,1.22,63838.0,,
S-9f57f5,A-96e141,2024-05-04,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,Company_134,DevTools,UK,partner,False,2024-07-22,budget,43.53,False,False,11.33,81994.0,,
S-a82473,A-fda07f,2024-09-12,,Enterprise,16,3184,38208,False,False,False,False,annual,True,Company_230,Cybersecurity,FR,partner,False,2024-09-13,support,17.34,False,False,1.08,63708.0,,
S-15582c,A-600734,2024-09-05,,Basic,29,551,6612,False,False,False,False,monthly,True,Company_327,DevTools,US,organic,True,,,,,,,,,
S-caca4f,A-e83938,2024-12-06,,Basic,54,1026,12312,False,False,False,False,annual,False,Company_111,DevTools,UK,other,True,2024-02-19,features,0.0,False,False,,,,
S-4911f9,A-bb2f49,2024-12-07,,Basic,8,152,1824,False,False,False,False,annual,True,Company_356,Cybersecurity,US,other,False,,,,,,19.15,239491.0,0.13,Low
S-f7f6d7,A-425e76,2024-05-07,,Basic,14,266,3192,False,False,False,False,monthly,True,Company_110,DevTools,UK,other,False,2023-08-10,competitor,0.0,False,False,2.79,119182.0,,
S-1a0f22,A-d26ab4,2024-12-20,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,Company_497,DevTools,UK,organic,False,2024-12-26,pricing,86.02,False,False,1.61,17756.0,,
S-3037ab,A-b9eed8,2024-08-27,,Basic,17,323,3876,False,False,True,False,annual,True,Company_189,Cybersecurity,US,organic,False,,,,,,10.25,62150.0,0.21,Low
S-722103,A-a09355,2024-10-27,,Enterprise,14,0,0,True,False,False,False,monthly,True,Company_459,FinTech,US,organic,False,2024-09-13,support,0.0,True,False,1.12,66651.0,,
S-ca1cb9,A-5a215a,2024-09-16,2024-11-13,Enterprise,87,17313,207756,False,False,False,True,annual,False,Company_358,EdTech,FR,other,False,,,,,,11.86,613385.0,0.45,Medium
S-00f31d,A-410e86,2024-12-02,,Pro,24,1176,14112,False,False,False,False,annual,False,Company_210,FinTech,US,organic,False,,,,,,1.68,16589.0,0.48,Medium
S-3236ee,A-0b0d6d,2024-12-31,,Basic,13,247,2964,False,False,False,False,monthly,True,Company_267,DevTools,US,organic,False,2024-12-31,competitor,0.0,False,False,0.03,26793.0,,
S-5cb87c,A-e89151,2024-04-20,,Pro,24,1176,14112,False,False,False,False,monthly,True,Company_234,FinTech,UK,organic,True,,,,,,,,,
S-3baf90,A-5a3eb9,2024-06-19,,Basic,40,760,9120,False,False,False,False,annual,False,Company_283,DevTools,CA,other,True,2024-04-28,pricing,0.0,False,False,,,,
S-3110d9,A-692f18,2024-08-20,,Enterprise,17,3383,40596,False,False,True,False,annual,False,Company_195,EdTech,US,other,True,2024-12-23,support,0.0,True,False,,,,
S-a0a5e3,A-6a7c9d,2024-11-29,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,Company_324,Cybersecurity,US,organic,False,2024-11-21,support,0.0,False,False,0.72,18701.0,,
S-fc2bf2,A-f3ff05,2024-08-01,,Basic,28,532,6384,False,False,False,False,monthly,True,Company_44,FinTech,IN,other,False,2024-10-20,unknown,0.0,False,False,3.48,53588.0,,
S-9c67ab,A-c62e55,2024-04-04,,Basic,8,152,1824,False,True,False,False,annual,True,Company_315,EdTech,US,partner,True,,,,,,,,,
S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,Company_383,Cybersecurity,UK,ads,False,2024-04-14,unknown,0.0,False,False,2.04,268457.0,,
S-71d31c,A-bd4708,2024-12-16,,Basic,37,0,0,True,False,False,False,annual,False,Company_257,FinTech,US,ads,True,,,,,,,,,
S-64d8c9,A-34ea2f,2024-11-30,,Basic,41,779,9348,False,True,False,False,monthly,True,Company_436,HealthTech,US,organic,False,2024-10-05,unknown,0.0,True,False,1.68,23932.0,,
S-f4335b,A-075038,2024-08-19,,Enterprise,17,3383,40596,False,False,False,False,annual,False,Company_397,HealthTech,UK,ads,False,2024-09-05,features,6.38,False,False,15.83,158466.0,,
S-1ad9cb,A-4d1e75,2024-10-10,,Pro,20,980,11760,False,False,False,False,monthly,True,Company_58,DevTools,US,other,False,2024-09-05,budget,0.0,False,False,0.49,82942.0,,
S-866608,A-88c6ca,2024-12-23,,Pro,23,1127,13524,False,False,False,False,annual,True,Company_179,FinTech,DE,ads,False,,,,,,2.2,6751.0,0.6,Medium
S-fccc09,A-1f0ac7,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,Company_3,HealthTech,UK,other,True,2024-11-08,support,0.0,True,False,,,,
S-19858e,A-92a3af,2024-09-17,,Pro,30,1470,17640,False,False,True,False,annual,True,Company_259,Cybersecurity,IN,organic,False,,,,,,5.81,99378.0,0.58,Medium
S-db0f41,A-afa505,2024-07-26,,Enterprise,70,13930,167160,False,False,False,False,monthly,False,Company_157,DevTools,US,partner,True,2024-03-02,support,0.0,True,False,,,,
S-897d69,A-0a282f,2024-12-20,,Pro,55,2695,32340,False,False,False,False,monthly,True,Company_2,DevTools,US,organic,False,2024-10-06,features,0.0,False,False,1.31,35485.0,,
S-b57dcd,A-e5d6ab,2023-05-11,,Basic,5,95,1140,False,False,False,False,annual,True,Company_7,EdTech,US,partner,False,2023-04-24,features,0.0,False,False,0.3,100020.0,,
S-6d3477,A-cd458b,2024-10-25,,Enterprise,47,9353,112236,False,False,False,False,annual,True,Company_430,DevTools,US,other,True,2024-11-07,budget,0.0,False,False,,,,
S-6c3700,A-9779ad,2024-06-24,,Enterprise,40,7960,95520,False,False,False,False,annual,True,Company_171,Cybersecurity,AU,event,True,2024-04-17,unknown,0.0,True,False,,,,
S-50334b,A-f17767,2024-08-21,,Pro,12,588,7056,False,False,False,False,monthly,True,Company_123,DevTools,US,event,True,2023-05-03,pricing,0.0,True,False,,,,
S-9f9dfe,A-c62e55,2024-11-28,,Pro,30,1470,17640,False,False,False,False,monthly,True,Company_315,EdTech,US,partner,True,,,,,,,,,
S-fa2170,A-ad3abd,2024-10-14,,Pro,44,2156,25872,False,False,False,False,monthly,True,Company_410,FinTech,US,event,False,2023-07-12,competitor,0.0,False,False,4.3,214227.0,,
S-f50851,A-c58f49,2024-11-07,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,Company_480,EdTech,US,other,True,2024-08-27,competitor,0.0,True,True,,,,
S-89e98a,A-c222ab,2024-12-27,,Pro,32,1568,18816,False,False,False,False,monthly,True,Company_206,Cybersecurity,US,other,False,2024-06-14,budget,4.52,False,False,1.02,41702.0,,
S-51dd23,A-7c6b6b,2024-12-14,,Basic,6,114,1368,False,False,False,False,monthly,True,Company_223,FinTech,US,other,False,2024-12-09,budget,0.0,False,False,0.3,3854.0,,
S-532e80,A-993085,2023-09-30,,Enterprise,31,6169,74028,False,False,False,False,annual,False,Company_258,HealthTech,US,ads,True,2024-01-21,features,0.0,False,False,,,,
S-1682d4,A-c16b88,2024-12-26,,Enterprise,23,4577,54924,False,False,False,False,annual,False,Company_431,HealthTech,US,event,False,2024-06-01,competitor,0.0,True,False,5.98,69390.0,,
S-dcbf45,A-0f3e88,2024-01-01,,Pro,22,1078,12936,False,True,False,False,monthly,True,Company_428,HealthTech,US,other,False,2024-08-11,budget,0.0,False,False,12.65,45436.0,,
S-7151d9,A-eb7c38,2024-04-12,,Basic,102,1938,23256,False,True,False,False,annual,True,Company_47,DevTools,AU,organic,False,2024-03-22,budget,6.26,False,True,0.85,161499.0,,
S-523cce,A-1b9609,2024-08-28,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,Company_5,EdTech,IN,ads,False,2024-11-16,unknown,0.0,False,False,2.69,95664.0,,
S-c069ab,A-956988,2024-12-05,,Enterprise,55,10945,131340,False,False,False,False,annual,True,Company_14,EdTech,UK,ads,False,2024-12-08,budget,0.0,True,False,0.26,23526.0,,
S-d66d63,A-6c093d,2023-08-25,,Pro,13,637,7644,False,False,False,False,annual,True,Company_12,DevTools,US,partner,True,,,,,,,,,
S-6f75be,A-65a46c,2024-03-05,,Enterprise,78,15522,186264,False,False,False,False,monthly,True,Company_95,HealthTech,US,event,False,,,,,,13.9,162170.0,0.19,Low
S-ea3d54,A-439b2f,2024-05-30,,Enterprise,1,199,2388,False,False,False,False,monthly,False,Company_152,DevTools,US,ads,False,2024-11-18,features,0.0,False,False,8.9,4451.0,,
S-dc6a2a,A-309e54,2024-12-21,,Pro,15,0,0,True,False,False,False,monthly,True,Company_371,DevTools,US,other,False,2024-12-14,support,106.67,False,False,0.16,22839.0,,
S-e21910,A-50f3f7,2024-02-02,,Basic,31,589,7068,False,False,False,False,monthly,True,Company_140,HealthTech,US,partner,False,,,,,,12.32,174299.0,0.36,Low
S-6cfb27,A-a8d89d,2024-09-29,,Basic,13,247,2964,False,False,False,False,monthly,True,Company_326,EdTech,US,ads,False,2024-01-18,features,0.0,False,False,1.35,210448.0,,
S-37a280,A-40906c,2024-05-28,,Basic,92,0,0,True,False,False,False,monthly,True,Company_235,EdTech,US,ads,False,,,,,,9.17,209098.0,0.3,Low
S-81caea,A-3932db,2024-02-15,,Basic,19,361,4332,False,True,True,False,monthly,True,Company_144,HealthTech,CA,other,True,,,,,,,,,
S-af430c,A-1b7577,2024-12-29,,Pro,11,539,6468,False,False,False,False,monthly,True,Company_39,Cybersecurity,US,other,False,,,,,,2.14,12164.0,0.76,High
S-e2c20a,A-3be56b,2023-12-16,,Pro,62,3038,36456,False,False,False,False,monthly,True,Company_200,HealthTech,IN,event,False,2024-06-20,pricing,0.0,False,False,2.5,94519.0,,
S-cbfd83,A-fa2041,2024-06-16,,Pro,52,2548,30576,False,False,False,False,monthly,True,Company_211,HealthTech,US,organic,True,2024-07-13,competitor,0.0,False,False,,,,
S-864157,A-039727,2024-12-15,,Pro,25,1225,14700,False,False,False,False,annual,True,Company_107,EdTech,AU,organic,False,2024-12-22,pricing,46.49,False,False,1.64,39816.0,,
S-d9d6ac,A-054577,2024-07-17,,Enterprise,3,597,7164,False,False,True,False,annual,True,Company_455,EdTech,UK,ads,False,,,,,,8.11,111138.0,0.47,Medium
S-67da25,A-5a92e7,2024-07-22,,Basic,7,133,1596,False,False,False,False,annual,True,Company_413,HealthTech,US,ads,False,2024-11-11,budget,0.0,True,False,0.23,43466.0,,
S-80016a,A-1b9609,2024-01-11,,Enterprise,5,995,11940,False,False,False,False,monthly,True,Company_5,EdTech,IN,ads,False,2024-11-16,unknown,0.0,False,False,2.69,95664.0,,
S-817cf0,A-378b99,2024-10-14,,Pro,9,441,5292,False,False,False,False,annual,True,Company_60,EdTech,UK,ads,True,2024-10-12,pricing,0.0,False,False,,,,
S-c9e261,A-dcc3f1,2024-10-29,,Enterprise,21,4179,50148,False,False,True,False,monthly,True,Company_314,HealthTech,US,event,False,2024-10-10,features,0.0,False,False,6.64,60439.0,,
S-49b0da,A-fe79a5,2024-11-14,,Enterprise,9,1791,21492,False,False,False,False,annual,True,Company_81,HealthTech,IN,ads,True,,,,,,,,,
S-765100,A-b7ef83,2024-06-29,,Basic,43,817,9804,False,False,False,False,monthly,True,Company_474,Cybersecurity,UK,partner,True,2024-07-24,budget,60.25,True,False,,,,
S-62fb8e,A-ef84cf,2024-03-12,,Enterprise,8,0,0,True,False,False,False,monthly,True,Company_274,EdTech,US,partner,False,2024-11-20,support,0.0,False,False,8.67,46373.0,,
S-3e0382,A-425e76,2024-05-24,,Basic,27,513,6156,False,False,False,False,monthly,True,Company_110,DevTools,UK,other,False,2023-08-10,competitor,0.0,False,False,2.79,119182.0,,
S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,Company_15,FinTech,US,partner,False,2024-10-01,competitor,0.0,False,False,11.7,251787.0,,
S-798707,A-6e7827,2023-08-02,,Pro,8,392,4704,False,True,False,False,annual,True,Company_372,DevTools,US,other,False,2024-04-09,features,0.0,False,False,5.81,36452.0,,
S-039a8e,A-331424,2024-02-16,2024-08-12,Basic,11,209,2508,False,False,False,True,annual,False,Company_246,DevTools,US,organic,False,2024-02-21,competitor,0.0,False,False,3.52,44950.0,,
S-d9f518,A-09540c,2024-11-14,,Pro,67,3283,39396,False,False,False,False,annual,True,Company_239,Cybersecurity,CA,event,True,2024-03-05,unknown,71.44,False,False,,,,
S-eb23dd,A-4ef964,2024-09-27,2024-10-29,Basic,38,722,8664,False,False,False,True,monthly,True,Company_262,HealthTech,US,organic,False,2024-06-19,budget,0.0,True,False,3.42,65435.0,,
S-816354,A-186a44,2024-05-20,,Pro,20,0,0,True,False,False,False,monthly,True,Company_101,HealthTech,US,ads,False,,,,,,16.82,60085.0,0.26,Low
S-4e4b10,A-4e631b,2024-08-22,,Basic,22,418,5016,False,False,False,False,monthly,False,Company_298,FinTech,US,other,False,,,,,,9.53,116838.0,0.3,Low
S-2fd486,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,annual,True,Company_488,EdTech,US,organic,True,2024-12-30,support,25.41,True,False,,,,
S-70a8d6,A-bcbe98,2024-11-20,,Pro,46,2254,27048,False,True,False,False,annual,True,Company_452,Cybersecurity,US,other,False,2024-11-25,competitor,0.0,False,False,3.91,54501.0,,
S-3bb8a2,A-659280,2024-04-28,,Enterprise,19,3781,45372,False,False,False,False,monthly,False,Company_417,FinTech,IN,event,True,2024-11-22,pricing,27.75,False,False,,,,
S-b0e621,A-ced9aa,2024-11-23,,Pro,3,147,1764,False,False,False,False,monthly,True,Company_310,DevTools,US,other,False,,,,,,2.86,7482.0,0.41,Medium
S-7018bf,A-625d0b,2024-10-17,,Pro,42,2058,24696,False,False,False,False,monthly,False,Company_290,EdTech,AU,ads,False,,,,,,3.94,18770.0,0.65,High
S-326577,A-fda07f,2024-09-22,,Basic,7,133,1596,False,False,False,False,annual,True,Company_230,Cybersecurity,FR,partner,False,2024-09-13,support,17.34,False,False,1.08,63708.0,,
S-26deeb,A-8adedc,2024-09-07,,Pro,68,3332,39984,False,False,False,False,annual,True,Company_300,EdTech,US,event,True,,,,,,,,,
S-59c612,A-aa9511,2023-10-25,,Basic,23,437,5244,False,False,False,False,monthly,True,Company_203,DevTools,US,other,True,2023-10-17,competitor,0.0,False,False,,,,
S-d933e7,A-fdfc91,2024-03-31,,Pro,29,1421,17052,False,False,False,False,monthly,True,Company_414,Cybersecurity,US,ads,False,,,,,,19.88,105724.0,0.16,Low
S-45ee20,A-1619f8,2024-07-21,,Basic,29,551,6612,False,False,False,False,monthly,True,Company_183,DevTools,US,organic,False,2024-06-03,competitor,0.0,True,False,0.46,77207.0,,
S-8c9649,A-c9bb3e,2024-09-30,,Pro,10,490,5880,False,False,False,False,monthly,False,Company_336,EdTech,US,ads,False,2024-07-29,pricing,0.0,False,False,4.17,68540.0,,
S-83b708,A-2d1036,2024-09-02,,Basic,69,1311,15732,False,False,False,False,monthly,True,Company_399,FinTech,US,ads,False,2024-10-19,budget,0.0,True,False,4.17,224057.0,,
S-f84a6f,A-d27f50,2024-07-22,2024-10-14,Enterprise,44,8756,105072,False,False,False,True,monthly,True,Company_163,Cybersecurity,UK,ads,False,,,,,,5.39,87410.0,0.46,Medium
S-369495,A-b3fe05,2024-10-20,2024-11-18,Pro,8,392,4704,False,False,False,True,monthly,True,Company_238,Cybersecurity,CA,partner,False,,,,,,7.13,76642.0,0.45,Medium
S-6f0aa3,A-1986ca,2023-11-16,,Enterprise,20,0,0,True,False,False,False,monthly,True,Company_197,HealthTech,IN,ads,False,,,,,,23.03,178304.0,0.07,Low
S-da198f,A-b07346,2024-11-06,,Basic,51,969,11628,False,False,False,False,annual,True,Company_269,HealthTech,US,partner,False,2024-11-12,budget,0.0,False,False,1.08,34027.0,,
S-c0a7d8,A-0dbdc6,2024-10-26,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,Company_366,Cybersecurity,DE,other,False,2024-04-14,pricing,175.02,False,False,9.43,122762.0,,
S-b6aefa,A-6da850,2024-09-01,,Pro,5,245,2940,False,False,False,False,annual,True,Company_293,FinTech,IN,organic,False,2024-10-25,competitor,0.0,False,False,3.29,99624.0,,
S-d19216,A-17939a,2024-12-28,2024-12-29,Basic,86,1634,19608,False,False,False,True,monthly,True,Company_162,HealthTech,US,organic,False,,,,,,0.16,7735.0,0.67,High
S-330457,A-ad3abd,2024-07-20,,Pro,44,2156,25872,False,False,False,False,monthly,False,Company_410,FinTech,US,event,False,2023-07-12,competitor,0.0,False,False,4.3,214227.0,,
S-495d33,A-50f3f7,2024-07-24,,Basic,31,589,7068,False,False,False,False,monthly,True,Company_140,HealthTech,US,partner,False,,,,,,12.32,174299.0,0.36,Low
S-adf00a,A-de24d5,2024-11-15,,Enterprise,17,3383,40596,False,False,False,False,annual,True,Company_231,DevTools,US,other,True,,,,,,,,,
S-a54381,A-149a69,2024-12-05,,Basic,34,646,7752,False,False,False,False,monthly,False,Company_302,DevTools,US,event,False,2024-12-04,pricing,0.0,True,False,1.58,6446.0,,
S-21b68e,A-4f18f0,2024-04-25,,Enterprise,25,0,0,True,False,False,False,monthly,True,Company_145,DevTools,CA,other,True,2024-12-01,features,0.0,False,False,,,,
S-4040a9,A-6f50ae,2024-05-14,,Pro,19,931,11172,False,False,False,False,monthly,False,Company_466,FinTech,US,partner,False,2023-11-06,unknown,0.0,False,False,1.51,132380.0,,
S-8966c9,A-cd458b,2024-09-26,,Basic,27,513,6156,False,False,False,False,monthly,True,Company_430,DevTools,US,other,True,2024-11-07,budget,0.0,False,False,,,,
S-70275b,A-f45426,2024-08-09,,Basic,20,380,4560,False,False,True,False,annual,True,Company_172,HealthTech,US,organic,False,2024-11-13,pricing,0.0,False,False,0.0,26402.0,,
S-6cff51,A-c37601,2024-12-23,,Pro,28,1372,16464,False,False,False,False,annual,True,Company_48,EdTech,US,partner,True,2024-12-17,support,0.0,False,False,,,,
S-0185ce,A-50f3f7,2024-06-01,,Pro,31,0,0,True,False,False,False,annual,False,Company_140,HealthTech,US,partner,False,,,,,,12.32,174299.0,0.36,Low
S-e5bed6,A-05f0e5,2024-11-23,,Pro,58,2842,34104,False,False,False,False,annual,True,Company_40,FinTech,US,partner,False,2024-11-25,features,72.19,True,False,8.38,362449.0,,
S-3e453b,A-883b7d,2024-04-21,,Pro,17,833,9996,False,False,False,False,annual,False,Company_313,Cybersecurity,IN,other,False,,,,,,9.13,146426.0,0.48,Medium
S-c341e1,A-bb2f49,2024-09-04,,Pro,14,686,8232,False,False,False,False,monthly,True,Company_356,Cybersecurity,US,other,False,,,,,,19.15,239491.0,0.13,Low
S-2bef13,A-c16b88,2024-06-10,,Enterprise,45,8955,107460,False,False,False,False,monthly,False,Company_431,HealthTech,US,event,False,2024-06-01,competitor,0.0,True,False,5.98,69390.0,,
S-ccf9c8,A-956988,2024-12-14,,Basic,1,19,228,False,False,False,False,monthly,False,Company_14,EdTech,UK,ads,False,2024-12-08,budget,0.0,True,False,0.26,23526.0,,
S-8eff6d,A-9b9fe9,2023-11-20,,Pro,9,441,5292,False,False,True,False,annual,True,Company_71,EdTech,AU,other,False,2024-09-04,features,0.0,False,False,2.96,61072.0,,
S-927235,A-e61e98,2024-01-15,,Basic,19,361,4332,False,False,False,False,monthly,True,Company_115,FinTech,US,partner,False,2024-10-19,features,0.0,False,True,11.99,85658.0,,
S-0ff1eb,A-cb5333,2024-09-30,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,Company_370,DevTools,US,ads,False,2024-08-11,features,0.0,False,False,4.53,110585.0,,
S-c287ef,A-6dee43,2024-07-29,,Basic,23,437,5244,False,False,False,False,annual,False,Company_478,FinTech,UK,other,True,2024-01-14,pricing,143.8,False,False,,,,
S-8eb955,A-bcbe98,2024-08-09,,Basic,46,874,10488,False,False,False,False,monthly,True,Company_452,Cybersecurity,US,other,False,2024-11-25,competitor,0.0,False,False,3.91,54501.0,,
S-0891f1,A-e1b9cd,2024-01-03,,Basic,40,760,9120,False,False,True,False,annual,False,Company_484,DevTools,US,event,False,2024-10-01,unknown,0.0,False,False,19.15,339478.0,,
S-266ada,A-794a0b,2024-06-24,,Pro,23,1127,13524,False,False,False,False,monthly,True,Company_168,HealthTech,DE,organic,False,2024-09-09,budget,0.0,False,True,15.28,63674.0,,
S-e50f43,A-4a4c2d,2023-09-20,,Enterprise,54,10746,128952,False,False,False,False,annual,True,Company_473,DevTools,US,event,False,,,,,,20.01,334627.0,0.16,Low
S-3647aa,A-94d3da,2023-09-09,,Pro,41,0,0,True,False,False,False,monthly,True,Company_61,HealthTech,US,other,False,2024-04-12,competitor,0.0,False,False,11.33,206771.0,,
S-cfb886,A-54d94a,2024-12-19,,Pro,27,1323,15876,False,False,False,False,annual,True,Company_385,Cybersecurity,IN,event,False,,,,,,20.04,76304.0,0.09,Low
S-15d2d2,A-96bbc6,2024-06-07,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,Company_342,Cybersecurity,US,organic,False,2024-12-04,competitor,0.0,True,False,6.93,95110.0,,
S-462bd2,A-e7a1e2,2024-10-23,,Enterprise,3,0,0,True,False,False,False,annual,True,Company_295,Cybersecurity,US,event,False,2024-09-08,support,0.0,True,False,2.53,42159.0,,
S-83e7bb,A-781cc0,2024-10-09,,Pro,16,0,0,True,True,False,False,annual,True,Company_499,EdTech,US,organic,False,2024-12-09,budget,0.0,True,False,1.25,47042.0,,
S-5178de,A-e61e98,2023-12-06,,Pro,40,1960,23520,False,False,False,False,annual,False,Company_115,FinTech,US,partner,False,2024-10-19,features,0.0,False,True,11.99,85658.0,,
S-375190,A-d4ac0e,2024-06-01,,Pro,25,1225,14700,False,False,False,False,monthly,True,Company_364,DevTools,UK,ads,False,,,,,,8.38,83974.0,0.36,Low
S-2c5e1c,A-4814a3,2024-12-08,,Enterprise,87,17313,207756,False,False,True,False,monthly,True,Company_337,Cybersecurity,IN,event,False,2024-11-25,pricing,0.0,False,False,2.27,145464.0,,
S-84e146,A-d82ef9,2024-07-21,2024-11-24,Basic,53,1007,12084,False,False,False,True,monthly,True,Company_355,EdTech,UK,other,False,2024-08-06,budget,74.94,False,False,1.15,52343.0,,
S-5fea89,A-2e3bad,2023-08-19,,Enterprise,61,12139,145668,False,False,False,False,monthly,True,Company_108,FinTech,CA,other,False,2024-03-30,features,0.0,False,False,7.56,319835.0,,
S-a18bb2,A-09540c,2024-12-22,,Pro,67,3283,39396,False,False,False,False,monthly,True,Company_239,Cybersecurity,CA,event,True,2024-03-05,unknown,71.44,False,False,,,,
S-41d4ca,A-90a8c8,2024-09-19,,Pro,21,0,0,True,True,False,False,monthly,True,Company_249,FinTech,AU,organic,False,2024-08-29,support,0.0,False,False,0.16,76544.0,,
S-c6acda,A-1e1b80,2024-07-10,,Enterprise,50,0,0,True,False,False,False,annual,True,Company_416,FinTech,CA,other,False,2024-11-13,features,0.0,False,False,0.72,410689.0,,
S-918151,A-855a48,2024-05-29,,Enterprise,27,5373,64476,False,False,False,False,annual,False,Company_389,EdTech,US,partner,True,2024-08-01,unknown,7.92,False,False,,,,
S-38a5fb,A-6843f2,2024-12-14,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,Company_335,HealthTech,CA,ads,False,,,,,,0.69,13216.0,0.78,High
S-dea1f5,A-bb1eaa,2024-07-14,,Basic,21,399,4788,False,False,True,False,annual,True,Company_468,Cybersecurity,US,organic,False,2024-08-15,pricing,0.0,False,True,2.14,41586.0,,
S-fee7b2,A-1986ca,2024-05-07,,Enterprise,31,6169,74028,False,True,False,False,monthly,True,Company_197,HealthTech,IN,ads,False,,,,,,23.03,178304.0,0.07,Low
S-875645,A-2d1036,2024-09-24,,Basic,69,1311,15732,False,False,False,False,monthly,True,Company_399,FinTech,US,ads,False,2024-10-19,budget,0.0,True,False,4.17,224057.0,,
S-f018e9,A-019782,2024-06-25,,Basic,14,266,3192,False,False,False,False,annual,True,Company_142,DevTools,FR,event,False,,,,,,20.43,75477.0,0.22,Low
S-8a74bb,A-ac9111,2024-10-30,,Enterprise,36,0,0,True,False,False,False,monthly,True,Company_487,HealthTech,US,event,True,2024-06-25,budget,0.0,True,False,,,,
S-2aa395,A-c45b23,2024-07-31,,Basic,5,95,1140,False,False,False,False,monthly,False,Company_75,FinTech,UK,partner,False,,,,,,12.78,25322.0,0.17,Low
S-7de656,A-f17767,2023-02-15,2023-08-25,Pro,14,686,8232,False,False,False,True,annual,True,Company_123,DevTools,US,event,True,2023-05-03,pricing,0.0,True,False,,,,
S-f2ccdd,A-956988,2024-12-30,,Enterprise,32,6368,76416,False,False,False,False,annual,True,Company_14,EdTech,UK,ads,False,2024-12-08,budget,0.0,True,False,0.26,23526.0,,
S-e2fd71,A-158f4e,2023-11-29,,Basic,61,1159,13908,False,False,False,False,monthly,True,Company_180,FinTech,IN,other,False,2023-03-05,budget,0.0,False,False,0.07,298266.0,,
S-9b493e,A-5b051a,2024-11-23,,Basic,22,418,5016,False,False,False,False,monthly,True,Company_181,Cybersecurity,US,event,False,,,,,,4.86,3872.0,0.63,Medium
S-742e23,A-aa9511,2024-06-23,,Pro,23,1127,13524,False,False,False,False,annual,True,Company_203,DevTools,US,other,True,2023-10-17,competitor,0.0,False,False,,,,
S-e7fe6f,A-35083d,2024-07-22,,Pro,42,2058,24696,False,True,False,False,annual,True,Company_27,HealthTech,IN,partner,False,,,,,,20.14,187446.0,0.09,Low
S-2940a5,A-b2225d,2024-04-02,,Enterprise,47,0,0,True,False,True,False,annual,False,Company_50,FinTech,US,ads,False,2024-03-31,pricing,0.0,False,False,0.76,90362.0,,
